frequency	e'	e''
5e+008	90.7291	5.73499
1e+009	87.9169	9.67708
1.5e+009	87.0261	13.9675
2e+009	85.2297	18.0203
2.5e+009	83.3233	21.9023
3e+009	80.8538	25.3451
3.5e+009	78.1122	28.465
4e+009	75.4951	31.3186
4.5e+009	72.4485	33.7718
5e+009	69.3086	35.7246
5.5e+009	66.4509	37.4515
6e+009	63.3143	38.8073
6.5e+009	60.3007	39.7167
7e+009	57.5483	40.6125
7.5e+009	54.6935	41.1376
8e+009	52.1266	41.3387
8.5e+009	49.7978	41.6717
9e+009	47.2538	41.6636
9.5e+009	45.0404	41.4452
1e+010	43.0412	41.4229
1.05e+010	40.86	41.0125
1.1e+010	39.0947	40.4755
1.15e+010	37.4067	40.2741
1.2e+010	35.56	39.7352
1.25e+010	34.1417	38.9677
1.3e+010	32.7754	38.7376
1.35e+010	31.2435	38.0846
1.4e+010	30.2067	37.4009
1.45e+010	29.0125	37.0886
1.5e+010	27.5917	36.3788
1.55e+010	26.9006	35.6026
1.6e+010	25.9891	35.4904
1.65e+010	24.6681	34.7482
1.7e+010	24.1994	33.9825
1.75e+010	23.4277	33.9325
1.8e+010	22.2939	33.1332
1.85e+010	22.0241	32.4611
1.9e+010	21.3226	32.488
1.95e+010	20.2966	31.5361
2e+010	20.2504	30.9646
2.05e+010	19.4738	31.174
2.1e+010	18.7251	30.143
2.15e+010	18.8669	29.7761
2.2e+010	17.8487	30.0212
2.25e+010	17.3473	28.756
2.3e+010	17.7394	28.6706
2.35e+010	16.5622	28.9946
2.4e+010	16.2514	27.5783
2.45e+010	16.8661	27.6827
2.5e+010	15.5582	27.8133
2.55e+010	15.4311	26.5258
2.6e+010	16.0743	26.8576
2.65e+010	14.6952	26.6558
