frequency	e'	e''
5e+008	91.5383	6.05327
1e+009	88.497	10.1
1.5e+009	87.2319	14.5348
2e+009	85.5689	18.7426
2.5e+009	83.4392	22.74
3e+009	80.7517	26.3019
3.5e+009	77.8502	29.4611
4e+009	75.0272	32.3115
4.5e+009	71.8364	34.7537
5e+009	68.5626	36.6701
5.5e+009	65.5416	38.3519
6e+009	62.2634	39.632
6.5e+009	59.1419	40.4542
7e+009	56.2887	41.2406
7.5e+009	53.3519	41.6285
8e+009	50.736	41.7405
8.5e+009	48.3747	41.9529
9e+009	45.8205	41.7991
9.5e+009	43.5871	41.5113
1e+010	41.5939	41.3852
1.05e+010	39.4503	40.872
1.1e+010	37.7013	40.276
1.15e+010	36.0297	39.9849
1.2e+010	34.2624	39.3736
1.25e+010	32.868	38.5564
1.3e+010	31.4994	38.2314
1.35e+010	30.0618	37.5657
1.4e+010	29.0701	36.8502
1.45e+010	27.8883	36.4394
1.5e+010	26.5452	35.7229
1.55e+010	25.9153	34.9588
1.6e+010	25.0151	34.7212
1.65e+010	23.7542	33.9644
1.7e+010	23.3174	33.2579
1.75e+010	22.6056	33.1054
1.8e+010	21.5346	32.2783
1.85e+010	21.2523	31.6614
1.9e+010	20.6255	31.589
1.95e+010	19.6792	30.5899
2e+010	19.559	30.069
2.05e+010	18.8256	30.2234
2.1e+010	18.2138	29.1958
2.15e+010	18.2595	28.8258
2.2e+010	17.2802	28.9897
2.25e+010	16.9147	27.8351
2.3e+010	17.2107	27.6913
2.35e+010	16.0636	27.861
2.4e+010	15.8374	26.6642
2.45e+010	16.3581	26.7347
2.5e+010	15.1928	26.7056
2.55e+010	15.1053	25.6006
2.6e+010	15.637	25.8497
2.65e+010	14.3965	25.5055
