frequency	e'	e''
5e+008	93.2993	6.92074
1e+009	89.9515	11.9785
1.5e+009	88.4356	17.2476
2e+009	85.8155	22.0924
2.5e+009	82.9479	26.5839
3e+009	79.4215	30.3835
3.5e+009	75.6133	33.5906
4e+009	72.0117	36.3382
4.5e+009	68.0601	38.5227
5e+009	64.1707	40.0746
5.5e+009	60.6418	41.3073
6e+009	56.9426	42.0781
6.5e+009	53.5378	42.3823
7e+009	50.4697	42.6559
7.5e+009	47.4256	42.5364
8e+009	44.7884	42.1638
8.5e+009	42.409	41.9307
9e+009	39.9379	41.3669
9.5e+009	37.8316	40.6966
1e+010	35.9431	40.2271
1.05e+010	33.9775	39.4096
1.1e+010	32.4081	38.5635
1.15e+010	30.8908	38.0221
1.2e+010	29.3267	37.1952
1.25e+010	28.1477	36.2402
1.3e+010	26.9473	35.744
1.35e+010	25.7103	34.9328
1.4e+010	24.8913	34.1401
1.45e+010	23.8862	33.623
1.5e+010	22.7527	32.8192
1.55e+010	22.2589	32.0349
1.6e+010	21.5092	31.7289
1.65e+010	20.4605	30.9275
1.7e+010	20.1393	30.2264
1.75e+010	19.5481	30.0184
1.8e+010	18.6698	29.1982
1.85e+010	18.4835	28.6164
1.9e+010	17.9636	28.4947
1.95e+010	17.1945	27.5623
2e+010	17.1546	27.075
2.05e+010	16.5473	27.1567
2.1e+010	16.0443	26.2174
2.15e+010	16.1524	25.8875
2.2e+010	15.3324	25.9909
2.25e+010	15.0429	24.9328
2.3e+010	15.3604	24.8268
2.35e+010	14.4041	24.9595
2.4e+010	14.2276	23.8531
2.45e+010	14.7469	23.9368
2.5e+010	13.7461	23.8921
2.55e+010	13.688	22.8861
2.6e+010	14.2298	23.133
2.65e+010	13.1585	22.8245
