event_idx,row_idx,t,dT_dt,Tsel
132,35140,2025-09-13 10:16:53,0.0363333333333333,-3.29433333333333
133,35173,2025-09-13 10:17:30,0.0368333333333337,-3.23833333333333
134,35212,2025-09-13 10:18:14,0.0373333333333334,-3.16133333333333
135,35459,2025-09-13 10:22:52,0.0373333333333334,-3.23
136,35509,2025-09-13 10:23:48,0.0373333333333334,-3.39833333333333
137,35612,2025-09-13 10:25:44,0.0363333333333333,-3.22833333333333
138,35789,2025-09-13 10:29:03,0.0361666666666665,-3.25933333333333
139,36184,2025-09-13 10:36:27,0.0388333333333333,-3.24333333333333
140,36248,2025-09-13 10:37:39,0.0411666666666668,-3.06466666666667
141,36591,2025-09-13 10:44:05,0.0405000000000002,-3.27633333333333
142,36824,2025-09-13 10:48:27,0.038,-3.192
143,37288,2025-09-13 10:57:09,0.0396666666666667,-3.227
144,37393,2025-09-13 10:59:07,0.0383333333333331,-3.34566666666667
145,37630,2025-09-13 11:03:33,0.0388333333333331,-3.319
146,37662,2025-09-13 11:04:09,0.0385,-3.267
147,38251,2025-09-13 11:15:12,0.0368333333333333,-3.277
148,38315,2025-09-13 11:16:24,0.0386666666666666,-3.121
149,38484,2025-09-13 11:19:34,0.0371666666666666,-3.20333333333333
150,38616,2025-09-13 11:22:02,0.0356666666666667,-3.23133333333333
151,38716,2025-09-13 11:23:55,0.0363333333333333,-3.16166666666667
152,38755,2025-09-13 11:24:39,0.0385,-3.10366666666667
153,38892,2025-09-13 11:27:13,0.0348333333333333,-3.25866666666667
154,39099,2025-09-13 11:31:06,0.0368333333333333,-3.28633333333333
155,39269,2025-09-13 11:34:17,0.0383333333333333,-3.279
156,39325,2025-09-13 11:35:20,0.0383333333333333,-3.19433333333333
157,39357,2025-09-13 11:35:56,0.0386666666666666,-3.12233333333333
158,39396,2025-09-13 11:36:40,0.034,-3.18066666666667
159,39435,2025-09-13 11:37:24,0.0371666666666663,-3.27366666666667
160,39482,2025-09-13 11:38:17,0.0373333333333337,-3.21366666666667
161,39546,2025-09-13 11:39:29,0.039666666666667,-3.141
162,39620,2025-09-13 11:40:52,0.032833333333333,-3.20166666666667
163,39688,2025-09-13 11:42:09,0.0406666666666669,-3.29966666666667
164,39756,2025-09-13 11:43:25,0.0385,-3.231
165,39815,2025-09-13 11:44:32,0.0325,-3.22833333333333
166,39855,2025-09-13 11:45:17,0.0323333333333335,-3.32266666666667
167,39896,2025-09-13 11:46:03,0.038,-3.29666666666667
168,39969,2025-09-13 11:47:25,0.0383333333333333,-3.09533333333333
169,40009,2025-09-13 11:48:10,0.0358333333333334,-3.159
170,40056,2025-09-13 11:49:03,0.0335000000000001,-3.305
171,40087,2025-09-13 11:49:38,0.0361666666666669,-3.30633333333333
172,40128,2025-09-13 11:50:24,0.0366666666666668,-3.206
173,40257,2025-09-13 11:52:49,0.0356666666666667,-3.27366666666667
174,40297,2025-09-13 11:53:34,0.0336666666666665,-3.26966666666667
175,40358,2025-09-13 11:54:43,0.0376666666666665,-3.24033333333333
176,40503,2025-09-13 11:57:26,0.0323333333333333,-3.32366666666667
177,40560,2025-09-13 11:58:30,0.0423333333333336,-3.238
178,40622,2025-09-13 11:59:40,0.0416666666666665,-3.12466666666667
179,40707,2025-09-13 12:01:16,0.0321666666666662,-3.266
180,40787,2025-09-13 12:02:46,0.0356666666666667,-3.134
181,40860,2025-09-13 12:04:08,0.0335000000000001,-3.16766666666667
182,41007,2025-09-13 12:06:54,0.0388333333333335,-3.103
183,41073,2025-09-13 12:08:08,0.0325,-3.23666666666667
184,41143,2025-09-13 12:09:27,0.0375000000000003,-3.232
185,41206,2025-09-13 12:10:38,0.0403333333333331,-3.07733333333333
186,41258,2025-09-13 12:11:36,0.0348333333333333,-3.19633333333333
187,41314,2025-09-13 12:12:39,0.0390000000000004,-3.316
188,41498,2025-09-13 12:16:06,0.0334999999999999,-3.305
189,41549,2025-09-13 12:17:04,0.0351666666666666,-3.24733333333333
190,41589,2025-09-13 12:17:49,0.0351666666666666,-3.19366666666667
191,41680,2025-09-13 12:19:31,0.0343333333333331,-3.22833333333333
192,41804,2025-09-13 12:21:51,0.0385,-3.194
193,41908,2025-09-13 12:23:48,0.038,-3.309
194,42022,2025-09-13 12:25:56,0.0363333333333331,-3.09466666666667
195,42126,2025-09-13 12:27:53,0.034,-3.26533333333333
196,42195,2025-09-13 12:29:11,0.036,-3.17833333333333
197,42263,2025-09-13 12:30:28,0.0339999999999998,-3.07733333333333
198,42355,2025-09-13 12:32:11,0.0325000000000002,-3.21633333333333
199,42439,2025-09-13 12:33:46,0.0381666666666665,-3.06533333333333
200,42598,2025-09-13 12:36:45,0.0368333333333335,-3.21733333333333
201,42651,2025-09-13 12:37:45,0.0353333333333332,-3.09233333333333
202,42707,2025-09-13 12:38:48,0.0338333333333334,-3.24566666666667
203,42765,2025-09-13 12:39:53,0.0333333333333332,-3.245
204,42850,2025-09-13 12:41:29,0.0384999999999998,-3.03866666666667
205,42952,2025-09-13 12:43:24,0.0366666666666668,-3.32533333333333
206,43018,2025-09-13 12:44:38,0.0369999999999999,-3.19233333333333
207,43059,2025-09-13 12:45:24,0.0351666666666666,-3.18433333333333
208,43139,2025-09-13 12:46:54,0.033166666666667,-3.35966666666667
209,43178,2025-09-13 12:47:38,0.0341666666666667,-3.24333333333333
210,43217,2025-09-13 12:48:22,0.0335000000000001,-3.202
211,43318,2025-09-13 12:50:16,0.0370000000000001,-3.242
212,43361,2025-09-13 12:51:04,0.0334999999999996,-3.33
213,43436,2025-09-13 12:52:29,0.0371666666666668,-3.201
214,43523,2025-09-13 12:54:07,0.0303333333333333,-3.17733333333333
215,43564,2025-09-13 12:54:53,0.0328333333333333,-3.33533333333333
216,43644,2025-09-13 12:56:23,0.0330000000000001,-3.141
217,43754,2025-09-13 12:58:27,0.0323333333333335,-3.21666666666667
218,43790,2025-09-13 12:59:07,0.0388333333333335,-3.22633333333333
219,43853,2025-09-13 13:00:18,0.0324999999999998,-3.20533333333333
220,43914,2025-09-13 13:01:27,0.0303333333333331,-3.09933333333333
221,44020,2025-09-13 13:03:26,0.0335000000000001,-3.256
222,44066,2025-09-13 13:04:18,0.038,-3.17666666666667
223,44134,2025-09-13 13:05:35,0.0328333333333335,-3.19233333333333
224,44225,2025-09-13 13:07:17,0.0379999999999998,-3.22966666666667
225,44268,2025-09-13 13:08:06,0.0371666666666666,-3.10033333333333
226,44391,2025-09-13 13:10:24,0.0336666666666667,-3.25866666666667
227,44423,2025-09-13 13:11:00,0.0360000000000003,-3.25633333333333
228,44588,2025-09-13 13:14:06,0.0358333333333334,-3.32533333333333
229,44624,2025-09-13 13:14:47,0.0326666666666666,-3.26066666666667
230,44658,2025-09-13 13:15:25,0.0343333333333333,-3.21866666666667
231,44698,2025-09-13 13:16:10,0.0383333333333333,-3.09066666666667
232,44816,2025-09-13 13:18:23,0.0316666666666665,-3.301
233,44889,2025-09-13 13:19:45,0.0349999999999999,-3.16033333333333
234,44968,2025-09-13 13:21:14,0.0314999999999999,-3.183
235,45070,2025-09-13 13:23:09,0.0401666666666667,-3.20566666666667
236,45102,2025-09-13 13:23:45,0.0403333333333331,-3.07733333333333
237,45140,2025-09-13 13:24:28,0.0358333333333336,-3.091
238,45171,2025-09-13 13:25:03,0.0304999999999997,-3.18366666666667
239,45219,2025-09-13 13:25:57,0.0363333333333333,-3.24166666666667
240,45270,2025-09-13 13:26:55,0.0348333333333333,-3.168
241,45325,2025-09-13 13:27:57,0.0356666666666665,-3.09766666666667
242,45404,2025-09-13 13:29:26,0.0350000000000001,-3.21866666666667
243,45491,2025-09-13 13:31:04,0.0415000000000001,-3.11733333333333
244,45531,2025-09-13 13:31:49,0.0400000000000003,-3.08533333333333
245,45586,2025-09-13 13:32:51,0.0373333333333334,-3.265
246,45650,2025-09-13 13:34:03,0.0371666666666663,-3.24666666666667
247,45713,2025-09-13 13:35:14,0.0366666666666668,-3.153
248,45758,2025-09-13 13:36:05,0.0363333333333333,-3.06566666666667
249,45813,2025-09-13 13:37:07,0.0338333333333334,-3.25433333333333
250,45870,2025-09-13 13:38:11,0.0350000000000001,-3.25533333333333
251,45902,2025-09-13 13:38:47,0.0385000000000002,-3.08333333333333
252,46082,2025-09-13 13:42:10,0.0371666666666666,-3.201
253,46468,2025-09-13 13:49:25,0.039333333333333,-3.246
254,46500,2025-09-13 13:50:01,0.0390000000000001,-3.31266666666667
255,46634,2025-09-13 13:52:32,0.0363333333333333,-3.26133333333333
256,46724,2025-09-13 13:54:13,0.036,-3.13366666666667
257,46873,2025-09-13 13:57:01,0.0339999999999998,-3.26966666666667
258,46918,2025-09-13 13:57:52,0.036,-3.19033333333333
259,46950,2025-09-13 13:58:28,0.0378333333333329,-3.07133333333333
260,47092,2025-09-13 14:01:08,0.0360000000000003,-3.285
261,47123,2025-09-13 14:01:43,0.0394999999999999,-3.21766666666667
262,47254,2025-09-13 14:04:10,0.0348333333333333,-3.24433333333333
263,47459,2025-09-13 14:08:01,0.0365,-3.29266666666667
264,47537,2025-09-13 14:09:29,0.0345,-3.141
265,47709,2025-09-13 14:12:43,0.0375000000000001,-3.23033333333333
266,48308,2025-09-13 14:23:58,0.0373333333333334,-3.181
267,48410,2025-09-13 14:25:53,0.0353333333333332,-3.06166666666667
268,48498,2025-09-13 14:27:32,0.0351666666666668,-3.21533333333333
269,48581,2025-09-13 14:29:06,0.036,-3.05266666666667
270,48770,2025-09-13 14:32:39,0.0350000000000001,-3.156
271,48898,2025-09-13 14:35:03,0.0336666666666667,-3.13466666666667
272,48950,2025-09-13 14:36:02,0.0361666666666667,-3.141
273,49075,2025-09-13 14:38:23,0.0335000000000001,-3.18366666666667
274,49117,2025-09-13 14:39:10,0.0366666666666664,-3.22066666666667
275,49177,2025-09-13 14:40:18,0.0378333333333334,-3.105
276,49344,2025-09-13 14:43:26,0.0351666666666663,-3.14
277,49391,2025-09-13 14:44:19,0.0375000000000001,-3.066
278,49565,2025-09-13 14:47:35,0.0335000000000001,-3.12766666666667
279,49666,2025-09-13 14:49:29,0.0338333333333334,-3.1
280,49734,2025-09-13 14:50:46,0.0325,-3.132
281,49788,2025-09-13 14:51:47,0.0333333333333332,-3.065
282,49834,2025-09-13 14:52:39,0.0358333333333332,-3.02566666666667
283,49937,2025-09-13 14:54:35,0.0349999999999999,-3.187
284,50019,2025-09-13 14:56:07,0.035166666666667,-3.00766666666667
285,50112,2025-09-13 14:57:52,0.0381666666666667,-3.089
286,50189,2025-09-13 14:59:19,0.0343333333333333,-3.07933333333333
287,50241,2025-09-13 15:00:18,0.0356666666666663,-3.01566666666667
288,50354,2025-09-13 15:02:25,0.0345000000000002,-3.16633333333333
289,50402,2025-09-13 15:03:19,0.0386666666666666,-3.04733333333333
290,50450,2025-09-13 15:04:13,0.0328333333333335,-3.00733333333333
291,50550,2025-09-13 15:06:06,0.0346666666666668,-3.166
292,50622,2025-09-13 15:07:27,0.0366666666666666,-3.02366666666667
293,50704,2025-09-13 15:09:00,0.0359999999999998,-3.10533333333333
294,50831,2025-09-13 15:11:23,0.0343333333333333,-2.971
295,50925,2025-09-13 15:13:09,0.0391666666666666,-3.15366666666667
296,50973,2025-09-13 15:14:03,0.0361666666666669,-3.101
297,51004,2025-09-13 15:14:38,0.0346666666666666,-3.055
298,51042,2025-09-13 15:15:21,0.0321666666666669,-2.99433333333333
299,51105,2025-09-13 15:16:32,0.0389999999999997,-3.02933333333333
300,51162,2025-09-13 15:17:36,0.0348333333333333,-3.09466666666667
301,51271,2025-09-13 15:19:39,0.0323333333333331,-2.945
302,51307,2025-09-13 15:20:20,0.0306666666666664,-3.014
303,51341,2025-09-13 15:20:58,0.0324999999999998,-3.11233333333333
304,51436,2025-09-13 15:22:45,0.0360000000000003,-2.978
305,51479,2025-09-13 15:23:34,0.0351666666666663,-2.942
306,51588,2025-09-13 15:25:37,0.0348333333333333,-3.21433333333333
307,51643,2025-09-13 15:26:39,0.0360000000000003,-3.11366666666667
308,51675,2025-09-13 15:27:15,0.0388333333333335,-3.04666666666667
309,51800,2025-09-13 15:29:36,0.0326666666666671,-3.279
310,52031,2025-09-13 15:33:56,0.0361666666666665,-3.31433333333333
311,52083,2025-09-13 15:34:55,0.0395000000000003,-3.29466666666667
312,52208,2025-09-13 15:37:16,0.0354999999999999,-3.426
313,52246,2025-09-13 15:37:59,0.033166666666667,-3.318
314,52280,2025-09-13 15:38:37,0.0371666666666666,-3.30566666666667
315,52437,2025-09-13 15:41:34,0.0363333333333333,-3.381
316,52623,2025-09-13 15:45:04,0.0375000000000003,-3.52066666666667
317,52656,2025-09-13 15:45:41,0.0346666666666666,-3.36466666666667
318,52695,2025-09-13 15:46:25,0.033666666666667,-3.28733333333333
319,52812,2025-09-13 15:48:37,0.0366666666666668,-3.49733333333333
320,52868,2025-09-13 15:49:40,0.0363333333333333,-3.42166666666667
321,52928,2025-09-13 15:50:48,0.0373333333333334,-3.421
322,52962,2025-09-13 15:51:26,0.0358333333333336,-3.46966666666667
323,53023,2025-09-13 15:52:35,0.0339999999999998,-3.56766666666667
324,53104,2025-09-13 15:54:06,0.0350000000000001,-3.39366666666667
325,53275,2025-09-13 15:57:19,0.0386666666666666,-3.47733333333333
326,53321,2025-09-13 15:58:11,0.0380000000000003,-3.404
327,53648,2025-09-13 16:04:20,0.0358333333333334,-3.565
328,53685,2025-09-13 16:05:02,0.0406666666666666,-3.43766666666667
329,53916,2025-09-13 16:09:22,0.0363333333333333,-3.43
330,54118,2025-09-13 16:13:10,0.0421666666666662,-3.48166666666667
331,54324,2025-09-13 16:17:02,0.0415000000000001,-3.49433333333333
332,54499,2025-09-13 16:20:20,0.0393333333333332,-3.522
333,54623,2025-09-13 16:22:40,0.0343333333333335,-3.64233333333333
334,54736,2025-09-13 16:24:47,0.0365,-3.52933333333333
335,54916,2025-09-13 16:28:10,0.0341666666666667,-3.52966666666667
336,55069,2025-09-13 16:31:03,0.0386666666666668,-3.63233333333333
337,55240,2025-09-13 16:34:16,0.0375000000000001,-3.619
338,55302,2025-09-13 16:35:26,0.0330000000000001,-3.60966666666667
339,55380,2025-09-13 16:36:54,0.0339999999999998,-3.51933333333333
340,55482,2025-09-13 16:38:49,0.0384999999999998,-3.656
341,55517,2025-09-13 16:39:28,0.0398333333333332,-3.58033333333333
342,55548,2025-09-13 16:40:03,0.0335000000000001,-3.499
343,55593,2025-09-13 16:40:54,0.0351666666666668,-3.545
344,55733,2025-09-13 16:43:32,0.0368333333333335,-3.62333333333333
345,55902,2025-09-13 16:46:43,0.0363333333333333,-3.67666666666667
346,56121,2025-09-13 16:50:50,0.0368333333333333,-3.629
347,56259,2025-09-13 16:53:26,0.0365000000000002,-3.691
348,56298,2025-09-13 16:54:10,0.0370000000000004,-3.68066666666667
349,56352,2025-09-13 16:55:11,0.0351666666666666,-3.60233333333333
350,56462,2025-09-13 16:57:15,0.0343333333333335,-3.656
351,56613,2025-09-13 17:00:05,0.0326666666666666,-3.64533333333333
352,56756,2025-09-13 17:02:47,0.0359999999999998,-3.53366666666667
353,56855,2025-09-13 17:04:38,0.0356666666666667,-3.66966666666667
354,56922,2025-09-13 17:05:54,0.0339999999999998,-3.63666666666667
355,56996,2025-09-13 17:07:18,0.0350000000000001,-3.49533333333333
356,57136,2025-09-13 17:09:56,0.0346666666666666,-3.60033333333333
357,57214,2025-09-13 17:11:24,0.0351666666666666,-3.58266666666667
358,57294,2025-09-13 17:12:54,0.0323333333333333,-3.692
359,57338,2025-09-13 17:13:44,0.0333333333333332,-3.64666666666667
360,57370,2025-09-13 17:14:20,0.0339999999999998,-3.584
361,57432,2025-09-13 17:15:30,0.0331666666666666,-3.59866666666667
362,57499,2025-09-13 17:16:46,0.0376666666666665,-3.64566666666667
363,57545,2025-09-13 17:17:38,0.0333333333333332,-3.60366666666667
364,57635,2025-09-13 17:19:19,0.0336666666666665,-3.577
365,57694,2025-09-13 17:20:26,0.0349999999999999,-3.66666666666667
366,57911,2025-09-13 17:24:31,0.0321666666666665,-3.679
367,58007,2025-09-13 17:26:19,0.0338333333333334,-3.54766666666667
368,58046,2025-09-13 17:27:03,0.0348333333333333,-3.66066666666667
369,58080,2025-09-13 17:27:42,0.0334999999999999,-3.773
370,58135,2025-09-13 17:28:44,0.0374999999999996,-3.76433333333333
371,58182,2025-09-13 17:29:37,0.0358333333333336,-3.54433333333333
372,58347,2025-09-13 17:32:43,0.0348333333333333,-3.64966666666667
373,58500,2025-09-13 17:35:36,0.0356666666666667,-3.75333333333333
374,58575,2025-09-13 17:37:01,0.0390000000000001,-3.639
375,58719,2025-09-13 17:39:43,0.0349999999999999,-3.68966666666667
376,58754,2025-09-13 17:40:23,0.0356666666666667,-3.72
377,58788,2025-09-13 17:41:01,0.0395000000000003,-3.631
378,58948,2025-09-13 17:44:02,0.0386666666666664,-3.79266666666667
379,59104,2025-09-13 17:46:58,0.0341666666666669,-3.72733333333333
380,59142,2025-09-13 17:47:41,0.0343333333333333,-3.77033333333333
381,59225,2025-09-13 17:49:15,0.0369999999999999,-3.55833333333333
382,59315,2025-09-13 17:50:56,0.0380000000000003,-3.729
383,59377,2025-09-13 17:52:06,0.0341666666666667,-3.65
384,59409,2025-09-13 17:52:42,0.038,-3.58533333333333
385,59477,2025-09-13 17:53:59,0.0348333333333333,-3.62266666666667
386,59529,2025-09-13 17:54:58,0.0366666666666664,-3.69166666666667
387,59564,2025-09-13 17:55:37,0.0378333333333334,-3.675
388,59731,2025-09-13 17:58:46,0.033166666666667,-3.703
389,59816,2025-09-13 18:00:22,0.0399999999999998,-3.64633333333333
390,59874,2025-09-13 18:01:27,0.0339999999999998,-3.669
391,59912,2025-09-13 18:02:10,0.0376666666666665,-3.73533333333333
392,59950,2025-09-13 18:02:53,0.0368333333333333,-3.77566666666667
393,59996,2025-09-13 18:03:45,0.0326666666666664,-3.644
394,60043,2025-09-13 18:04:38,0.0366666666666668,-3.625
395,60114,2025-09-13 18:05:58,0.0345000000000002,-3.831
396,60309,2025-09-13 18:09:38,0.0345000000000002,-3.74166666666667
397,60539,2025-09-13 18:13:58,0.0383333333333333,-3.80366666666667
398,60712,2025-09-13 18:17:13,0.0369999999999999,-3.77866666666667
399,60799,2025-09-13 18:18:51,0.0363333333333333,-3.764
400,60845,2025-09-13 18:19:43,0.0369999999999999,-3.67766666666667
401,61023,2025-09-13 18:23:04,0.0386666666666666,-3.686
402,61060,2025-09-13 18:23:46,0.0368333333333331,-3.65233333333333
403,61202,2025-09-13 18:26:26,0.0383333333333336,-3.76333333333333
404,61613,2025-09-13 18:34:10,0.0378333333333334,-3.66033333333333
405,61773,2025-09-13 18:37:11,0.0364999999999998,-3.79966666666667
406,61821,2025-09-13 18:38:05,0.0373333333333334,-3.75866666666667
407,61853,2025-09-13 18:38:41,0.0410000000000004,-3.62266666666667
